date,temp,rain_in,snow_in,pct_cloud_cover,traffic_volume,holiday,year,month_day,month,day,weekday
2015-11-26,32.19145454545459,0.12,1.3,88.63636363636364,44366.0,Thanksgiving Day,2015,11-26,11,26,Thursday
2015-11-27,21.115538461538492,0.0,0.0,33.53846153846154,35319.0,None,2015,11-27,11,27,Friday
2015-11-28,20.55971428571433,0.0,0.0,1.5714285714285714,39343.0,None,2015,11-28,11,28,Saturday
2015-11-29,26.90323076923081,0.0,0.0,65.61538461538461,33291.0,None,2015,11-29,11,29,Sunday
2015-11-30,32.69825000000002,0.41,3.8,90.0,72764.0,None,2015,11-30,11,30,Monday
2015-12-01,32.93365217391308,0.09,0.1,90.0,74086.0,None,2015,12-01,12,1,Tuesday
2015-12-02,31.01000000000006,0.0,0.0,90.0,62009.0,None,2015,12-02,12,2,Wednesday
2015-12-03,27.599000000000046,0.0,0.0,34.333333333333336,45504.0,None,2015,12-03,12,3,Thursday
2015-12-04,32.15923076923081,0.0,0.0,1.3076923076923077,50438.0,None,2015,12-04,12,4,Friday
2015-12-05,39.92830769230774,0.0,0.0,34.07692307692308,39395.0,None,2015,12-05,12,5,Saturday
2015-12-06,35.575700000000026,0.0,0.0,89.25,49659.0,None,2015,12-06,12,6,Sunday
2015-12-07,35.08587500000003,0.0,0.0,68.5625,44496.0,None,2015,12-07,12,7,Monday
2015-12-08,36.94300000000007,0.08,0.0,51.166666666666664,68873.0,None,2015,12-08,12,8,Tuesday
2015-12-09,36.013000000000055,0.0,0.0,19.11111111111111,52903.0,None,2015,12-09,12,9,Wednesday
2015-12-10,43.33325000000004,0.16,0.0,63.6875,63938.0,None,2015,12-10,12,10,Thursday
2015-12-11,37.238000000000035,0.0,0.0,77.28571428571429,53747.0,None,2015,12-11,12,11,Friday
2015-12-12,37.837294117647104,0.0,0.0,81.82352941176471,52586.0,None,2015,12-12,12,12,Saturday
2015-12-13,38.95895652173916,0.12,0.0,90.0,52687.0,None,2015,12-13,12,13,Sunday
2015-12-14,35.28147826086961,0.63,0.0,90.0,91107.0,None,2015,12-14,12,14,Monday
2015-12-15,32.516705882352966,0.01,0.0,90.0,70435.0,None,2015,12-15,12,15,Tuesday
2015-12-16,34.48800000000003,0.37,0.7,90.0,135646.0,None,2015,12-16,12,16,Wednesday
2015-12-17,25.053285714285757,0.0,0.0,87.85714285714286,54523.0,None,2015,12-17,12,17,Thursday
2015-12-18,16.23200000000005,0.0,0.0,54.61538461538461,49323.0,None,2015,12-18,12,18,Friday
2015-12-19,15.804800000000037,0.0,0.0,19.666666666666668,41621.0,None,2015,12-19,12,19,Saturday
2015-12-20,32.65000000000003,0.0,0.0,32.833333333333336,39614.0,None,2015,12-20,12,20,Sunday
2015-12-21,30.742400000000032,0.02,0.3,90.0,48841.0,None,2015,12-21,12,21,Monday
2015-12-22,30.925538461538494,0.0,0.0,80.76923076923077,49774.0,None,2015,12-22,12,22,Tuesday
2015-12-23,34.00775000000002,0.38,0.5,89.375,98009.0,None,2015,12-23,12,23,Wednesday
2015-12-24,24.73700000000004,0.0,0.0,86.42857142857143,36409.0,None,2015,12-24,12,24,Thursday
2015-12-25,27.685400000000037,0.0,0.0,88.5,31185.0,Christmas Day,2015,12-25,12,25,Friday
2015-12-26,28.554000000000045,0.09,2.3,88.33333333333333,39910.0,None,2015,12-26,12,26,Saturday
2015-12-27,18.306736842105316,0.0,0.0,37.10526315789474,42881.0,None,2015,12-27,12,27,Sunday
2015-12-28,16.784000000000045,0.21,3.4,42.666666666666664,56006.0,None,2015,12-28,12,28,Monday
2015-12-29,23.189931034482786,0.15,2.1,88.96551724137932,68445.0,None,2015,12-29,12,29,Tuesday
2015-12-30,21.59282352941181,0.0,0.0,75.70588235294117,54867.0,None,2015,12-30,12,30,Wednesday
2015-12-31,13.806153846153883,0.01,0.1,69.11538461538461,92566.0,None,2015,12-31,12,31,Thursday
2016-01-01,20.984947368421096,0.0,0.0,39.73684210526316,34489.0,New Year's Day,2016,01-01,1,1,Friday
2016-01-02,20.93500000000003,0.0,0.0,10.277777777777779,41018.0,None,2016,01-02,1,2,Saturday
2016-01-03,26.43107692307696,0.0,0.0,68.3076923076923,28628.0,None,2016,01-03,1,3,Sunday
2016-01-04,13.949428571428625,0.0,0.0,32.95238095238095,81891.0,None,2016,01-04,1,4,Monday
2016-01-05,24.780941176470627,0.0,0.0,48.88235294117647,61120.0,None,2016,01-05,1,5,Tuesday
2016-01-06,29.256636363636407,0.05,0.4,65.72727272727273,68060.0,None,2016,01-06,1,6,Wednesday
2016-01-07,31.84700000000006,0.04,0.4,85.0,102699.0,None,2016,01-07,1,7,Thursday
2016-01-08,31.27890909090914,0.08,1.2,88.18181818181819,99571.0,None,2016,01-08,1,8,Friday
2016-01-09,7.227500000000041,0.0,0.0,74.8125,46046.0,None,2016,01-09,1,9,Saturday
2016-01-10,-6.855999999999957,0.0,0.0,6.2,34739.0,None,2016,01-10,1,10,Sunday
2016-01-11,-5.759304347826047,0.02,0.5,46.869565217391305,67130.0,None,2016,01-11,1,11,Monday
2016-01-12,-1.7376249999999602,0.0,0.0,3.625,47629.0,None,2016,01-12,1,12,Tuesday
2016-01-13,8.182625000000034,0.01,0.1,45.125,51375.0,None,2016,01-13,1,13,Wednesday
2016-01-14,21.71600000000003,0.0,0.0,77.61904761904762,79656.0,None,2016,01-14,1,14,Thursday
2016-01-15,20.405157894736877,0.0,0.0,78.0,61431.0,None,2016,01-15,1,15,Friday
2016-01-16,0.31600000000004,0.0,0.0,45.611111111111114,51271.0,None,2016,01-16,1,16,Saturday
2016-01-17,-9.4487058823529,0.0,0.0,9.0,34103.0,None,2016,01-17,1,17,Sunday
2016-01-18,-7.192428571428532,0.0,0.0,50.785714285714285,43219.0,Martin Luther King Jr. Day,2016,01-18,1,18,Monday
2016-01-19,-0.6201538461538036,0.0,0.0,38.23076923076923,45533.0,None,2016,01-19,1,19,Tuesday
2016-01-20,15.946666666666696,0.02,0.6,88.88888888888889,97562.0,None,2016,01-20,1,20,Wednesday
2016-01-21,21.686000000000046,0.0,0.0,90.0,113087.0,None,2016,01-21,1,21,Thursday
2016-01-22,18.947600000000048,0.0,0.0,83.33333333333333,58460.0,None,2016,01-22,1,22,Friday
2016-01-23,19.586750000000052,0.0,0.0,88.125,46446.0,None,2016,01-23,1,23,Saturday
2016-01-24,27.842000000000034,0.01,0.1,90.0,58814.0,None,2016,01-24,1,24,Sunday
2016-01-25,28.57421428571434,0.05,0.6,90.0,104512.0,None,2016,01-25,1,25,Monday
2016-01-26,24.939200000000046,0.01,0.2,83.06666666666666,49374.0,None,2016,01-26,1,26,Tuesday
2016-01-27,25.45362500000005,0.0,0.0,56.25,53758.0,None,2016,01-27,1,27,Wednesday
2016-01-28,30.216000000000047,0.0,0.0,62.72222222222222,65632.0,None,2016,01-28,1,28,Thursday
2016-01-29,26.05843478260874,0.01,0.0,64.34782608695652,82128.0,None,2016,01-29,1,29,Friday
2016-01-30,34.511000000000045,0.01,0.0,31.416666666666668,32801.0,None,2016,01-30,1,30,Saturday
2016-01-31,33.17847058823532,0.0,0.0,10.411764705882353,38879.0,None,2016,01-31,1,31,Sunday
2016-02-01,27.75615384615387,0.0,0.0,74.53846153846153,102707.0,None,2016,02-01,2,1,Monday
2016-02-02,27.948137931034527,0.51,8.8,85.51724137931035,71441.0,None,2016,02-02,2,2,Tuesday
2016-02-03,18.965923076923133,0.04,0.6,53.34615384615385,66048.0,None,2016,02-03,2,3,Wednesday
2016-02-04,14.841090909090944,0.03,0.3,69.5,75612.0,None,2016,02-04,2,4,Thursday
2016-02-05,15.120064516129071,0.0,0.0,55.41935483870968,119502.0,None,2016,02-05,2,5,Friday
2016-02-06,30.190709677419417,0.0,0.0,72.80645161290323,85190.0,None,2016,02-06,2,6,Saturday
2016-02-07,32.084000000000046,0.02,0.4,72.8,68890.0,None,2016,02-07,2,7,Sunday
2016-02-08,14.072562500000032,0.0,0.0,90.0,117356.0,None,2016,02-08,2,8,Monday
2016-02-09,10.60127272727277,0.0,0.0,15.272727272727273,83461.0,None,2016,02-09,2,9,Tuesday
2016-02-10,6.836000000000047,0.0,0.0,55.888888888888886,60681.0,None,2016,02-10,2,10,Wednesday
2016-02-11,8.818842105263194,0.01,0.9,56.421052631578945,65421.0,None,2016,02-11,2,11,Thursday
2016-02-12,7.89100000000006,0.0,0.0,16.27777777777778,69821.0,None,2016,02-12,2,12,Friday
2016-02-13,1.2011000000000476,0.0,0.0,18.45,54431.0,None,2016,02-13,2,13,Saturday
2016-02-14,14.795913043478304,0.04,0.7,87.3913043478261,52091.0,None,2016,02-14,2,14,Sunday
2016-02-15,24.82426086956525,0.0,0.0,84.17391304347827,71273.0,Washington's Birthday,2016,02-15,2,15,Monday
2016-02-16,29.719785714285774,0.0,0.0,70.67857142857143,79897.0,None,2016,02-16,2,16,Tuesday
2016-02-17,21.269000000000045,0.0,0.0,44.888888888888886,54927.0,None,2016,02-17,2,17,Wednesday
2016-02-18,33.25100000000005,0.0,0.0,27.071428571428573,48940.0,None,2016,02-18,2,18,Thursday
2016-02-19,39.27830000000005,0.37,0.0,54.8,84335.0,None,2016,02-19,2,19,Friday
2016-02-20,37.67771428571434,0.0,0.0,37.857142857142854,43201.0,None,2016,02-20,2,20,Saturday
2016-02-21,30.268400000000046,0.0,0.0,53.4,38463.0,None,2016,02-21,2,21,Sunday
2016-02-22,30.810000000000045,0.0,0.0,74.83333333333333,57867.0,None,2016,02-22,2,22,Monday
2016-02-23,34.81700000000004,0.04,0.3,87.1875,127911.0,None,2016,02-23,2,23,Tuesday
2016-02-24,33.99920000000005,0.0,0.0,78.73333333333333,46501.0,None,2016,02-24,2,24,Wednesday
2016-02-25,29.12675000000003,0.0,0.0,67.375,62288.0,None,2016,02-25,2,25,Thursday
2016-02-26,32.41520000000004,0.0,0.0,40.333333333333336,56925.0,None,2016,02-26,2,26,Friday
2016-02-27,43.300142857142916,0.0,0.0,3.7857142857142856,41566.0,None,2016,02-27,2,27,Saturday
2016-02-28,34.476285714285744,0.03,0.1,51.857142857142854,38894.0,None,2016,02-28,2,28,Sunday
2016-02-29,25.30261538461544,0.0,0.0,39.23076923076923,47722.0,None,2016,02-29,2,29,Monday
2016-03-01,18.58228571428575,0.0,0.0,45.0,54202.0,None,2016,03-01,3,1,Tuesday
2016-03-02,22.78123076923079,0.0,0.0,55.30769230769231,45276.0,None,2016,03-02,3,2,Wednesday
2016-03-03,29.494727272727314,0.0,0.0,90.0,43727.0,None,2016,03-03,3,3,Thursday
2016-03-04,32.13452631578951,0.05,0.4,82.94736842105263,80536.0,None,2016,03-04,3,4,Friday
2016-03-05,33.27107692307697,0.0,0.0,59.07692307692308,38739.0,None,2016,03-05,3,5,Saturday
2016-03-06,41.47040000000005,0.0,0.0,8.8,33134.0,None,2016,03-06,3,6,Sunday
2016-03-07,49.69287500000004,0.0,0.0,35.4375,61573.0,None,2016,03-07,3,7,Monday
2016-03-08,56.613500000000045,0.0,0.0,59.833333333333336,44002.0,None,2016,03-08,3,8,Tuesday
2016-03-09,37.87610000000003,0.0,0.0,90.0,79447.0,None,2016,03-09,3,9,Wednesday
2016-03-10,36.68771428571433,0.0,0.0,45.785714285714285,52554.0,None,2016,03-10,3,10,Thursday
2016-03-11,44.37920000000005,0.0,0.0,1.2666666666666666,57657.0,None,2016,03-11,3,11,Friday
2016-03-12,55.95125000000003,0.0,0.0,8.3125,52240.0,None,2016,03-12,3,12,Saturday
2016-03-13,50.2536363636364,0.0,0.0,61.81818181818182,50257.0,None,2016,03-13,3,13,Sunday
2016-03-14,50.808411764705944,0.01,0.0,89.55882352941177,108333.0,None,2016,03-14,3,14,Monday
2016-03-15,51.58241176470596,0.85,0.0,82.41176470588235,135296.0,None,2016,03-15,3,15,Tuesday
2016-03-16,42.87527272727279,0.05,0.0,83.22727272727273,72335.0,None,2016,03-16,3,16,Wednesday
2016-03-17,37.33048275862074,0.01,0.0,76.82758620689656,95981.0,None,2016,03-17,3,17,Thursday
2016-03-18,32.716250000000024,0.0,0.0,87.75,83733.0,None,2016,03-18,3,18,Friday
2016-03-19,30.69617391304352,0.07,1.3,85.47826086956522,57361.0,None,2016,03-19,3,19,Saturday
2016-03-20,34.11242857142862,0.0,0.0,27.071428571428573,38096.0,None,2016,03-20,3,20,Sunday
2016-03-21,37.33600000000004,0.0,0.0,15.0,59292.0,None,2016,03-21,3,21,Monday
2016-03-22,43.32087500000004,0.0,0.0,16.3125,58854.0,None,2016,03-22,3,22,Tuesday
2016-03-23,33.35078260869569,0.31,3.7,80.95652173913044,84653.0,None,2016,03-23,3,23,Wednesday
2016-03-24,34.33662500000005,0.0,0.0,6.625,55785.0,None,2016,03-24,3,24,Thursday
2016-03-25,36.13500000000004,0.0,0.0,29.833333333333332,62836.0,None,2016,03-25,3,25,Friday
2016-03-26,42.27869230769235,0.12,0.0,88.84615384615384,65164.0,None,2016,03-26,3,26,Saturday
2016-03-27,38.306206896551764,0.07,0.0,80.79310344827586,42426.0,None,2016,03-27,3,27,Sunday
2016-03-28,38.15884210526319,0.0,0.0,27.736842105263158,57956.0,None,2016,03-28,3,28,Monday
2016-03-29,49.70670588235299,0.19,0.0,22.705882352941178,66633.0,None,2016,03-29,3,29,Tuesday
2016-03-30,44.87266666666671,0.4,0.0,90.0,105359.0,None,2016,03-30,3,30,Wednesday
2016-03-31,43.191263157894795,0.13,0.0,81.36842105263158,79663.0,None,2016,03-31,3,31,Thursday
2016-04-01,36.11700000000004,0.02,0.0,37.888888888888886,75700.0,None,2016,04-01,4,1,Friday
2016-04-02,31.926875000000038,0.0,0.0,68.5,49548.0,None,2016,04-02,4,2,Saturday
2016-04-03,41.90128571428575,0.0,0.0,40.642857142857146,37607.0,None,2016,04-03,4,3,Sunday
2016-04-04,32.498705882352986,0.0,0.0,61.1764705882353,59255.0,None,2016,04-04,4,4,Monday
2016-04-05,33.67123076923081,0.07,0.0,67.88461538461539,107032.0,None,2016,04-05,4,5,Tuesday
2016-04-06,37.02269230769236,0.0,0.0,69.38461538461539,91646.0,None,2016,04-06,4,6,Wednesday
2016-04-07,36.56243750000006,0.04,0.0,90.0,131987.0,None,2016,04-07,4,7,Thursday
2016-04-08,31.88866666666671,0.02,0.5,65.18518518518519,105770.0,None,2016,04-08,4,8,Friday
2016-04-09,29.366000000000035,0.0,0.0,6.380952380952381,62106.0,None,2016,04-09,4,9,Saturday
2016-04-10,44.09500000000003,0.0,0.0,28.055555555555557,45928.0,None,2016,04-10,4,10,Sunday
2016-04-11,34.7042352941177,0.0,0.0,38.23529411764706,57311.0,None,2016,04-11,4,11,Monday
2016-04-12,35.55341176470592,0.0,0.0,35.470588235294116,65649.0,None,2016,04-12,4,12,Tuesday
2016-04-13,51.37485714285719,0.0,0.0,31.61904761904762,68584.0,None,2016,04-13,4,13,Wednesday
2016-04-14,62.18027272727277,0.0,0.0,8.954545454545455,88261.0,None,2016,04-14,4,14,Thursday
2016-04-15,63.16142857142862,0.0,0.0,8.238095238095237,79152.0,None,2016,04-15,4,15,Friday
2016-04-16,67.86909090909094,0.0,0.0,42.18181818181818,66198.0,None,2016,04-16,4,16,Saturday
2016-04-17,68.00900000000004,0.0,0.0,29.95,48009.0,None,2016,04-17,4,17,Sunday
2016-04-18,64.65488000000005,0.19,0.0,48.24,91588.0,None,2016,04-18,4,18,Monday
2016-04-19,51.26635294117651,0.08,0.0,86.61764705882354,116792.0,None,2016,04-19,4,19,Tuesday
2016-04-20,55.56910526315794,0.25,0.0,81.3157894736842,147308.0,None,2016,04-20,4,20,Wednesday
2016-04-21,54.48946341463421,0.32,0.0,74.51219512195122,152990.0,None,2016,04-21,4,21,Thursday
2016-04-22,47.2073428571429,0.0,0.0,7.333333333333333,82751.0,None,2016,04-22,4,22,Friday
2016-04-23,54.32342857142861,0.0,0.0,6.904761904761905,62076.0,None,2016,04-23,4,23,Saturday
2016-04-24,54.843500000000056,0.39,0.0,74.28333333333333,169783.0,None,2016,04-24,4,24,Sunday
2016-04-25,51.12555102040818,0.53,0.0,83.87755102040816,164986.0,None,2016,04-25,4,25,Monday
2016-04-26,43.09137500000004,0.0,0.0,85.9375,57968.0,None,2016,04-26,4,26,Tuesday
2016-04-27,44.11400000000007,0.28,0.0,39.785714285714285,53758.0,None,2016,04-27,4,27,Wednesday
2016-04-28,39.92880851063834,0.65,0.0,90.12765957446808,176139.0,None,2016,04-28,4,28,Thursday
2016-04-29,44.609600000000036,0.0,0.0,42.7,102578.0,None,2016,04-29,4,29,Friday
2016-04-30,49.16900000000003,0.0,0.0,78.33333333333333,75002.0,None,2016,04-30,4,30,Saturday
2016-05-01,50.86775000000003,0.0,0.0,70.875,63839.0,None,2016,05-01,5,1,Sunday
2016-05-02,52.870250000000034,0.0,0.0,9.125,82915.0,None,2016,05-02,5,2,Monday
2016-05-03,58.68425000000002,0.0,0.0,36.666666666666664,88410.0,None,2016,05-03,5,3,Tuesday
2016-05-04,55.35875000000004,0.0,0.0,9.875,91614.0,None,2016,05-04,5,4,Wednesday
2016-05-05,59.255000000000045,0.0,0.0,27.791666666666668,95033.0,None,2016,05-05,5,5,Thursday
2016-05-06,74.50325000000002,0.0,0.0,27.666666666666668,91944.0,None,2016,05-06,5,6,Friday
2016-05-07,59.41345454545459,0.0,0.0,59.63636363636363,86695.0,None,2016,05-07,5,7,Saturday
2016-05-08,58.734500000000025,0.0,0.0,28.875,65838.0,None,2016,05-08,5,8,Sunday
2016-05-09,56.74100000000006,0.33,0.0,69.25,105318.0,None,2016,05-09,5,9,Monday
2016-05-10,51.259608695652226,0.59,0.0,90.0,167125.0,None,2016,05-10,5,10,Tuesday
2016-05-11,52.71500000000006,0.15,0.0,86.25,187722.0,None,2016,05-11,5,11,Wednesday
2016-05-12,52.20020000000003,0.0,0.0,61.666666666666664,101626.0,None,2016,05-12,5,12,Thursday
2016-05-13,43.148750000000064,0.18,0.0,77.25,132051.0,None,2016,05-13,5,13,Friday
2016-05-14,41.34650000000004,0.0,0.0,45.833333333333336,67453.0,None,2016,05-14,5,14,Saturday
2016-05-15,49.35350000000005,0.0,0.0,29.333333333333332,64367.0,None,2016,05-15,5,15,Sunday
2016-05-16,56.275739130434815,0.0,0.0,39.34782608695652,78950.0,None,2016,05-16,5,16,Monday
2016-05-17,53.87900000000007,0.0,0.0,27.416666666666668,87076.0,None,2016,05-17,5,17,Tuesday
2016-05-18,54.90050000000003,0.0,0.0,13.041666666666666,86809.0,None,2016,05-18,5,18,Wednesday
2016-05-19,60.11300000000005,0.0,0.0,34.666666666666664,89380.0,None,2016,05-19,5,19,Thursday
2016-05-20,62.84300000000005,0.0,0.0,48.083333333333336,92243.0,None,2016,05-20,5,20,Friday
2016-05-21,64.11575000000003,0.0,0.0,15.208333333333334,73943.0,None,2016,05-21,5,21,Saturday
2016-05-22,68.83475000000004,0.0,0.0,33.666666666666664,62447.0,None,2016,05-22,5,22,Sunday
2016-05-23,70.68013793103454,0.0,0.0,71.20689655172414,102160.0,None,2016,05-23,5,23,Monday
2016-05-24,71.13266666666671,0.0,0.0,49.407407407407405,99343.0,None,2016,05-24,5,24,Tuesday
2016-05-25,67.66296551724143,0.33,0.0,62.6551724137931,112646.0,None,2016,05-25,5,25,Wednesday
2016-05-26,68.20306250000002,0.27,0.0,59.53125,103555.0,None,2016,05-26,5,26,Thursday
2016-05-27,64.1219473684211,0.24,0.0,82.42105263157895,153700.0,None,2016,05-27,5,27,Friday
2016-05-28,62.31040000000006,0.31,0.0,79.93333333333334,119870.0,None,2016,05-28,5,28,Saturday
2016-05-29,66.22496774193554,0.0,0.0,64.90322580645162,64935.0,None,2016,05-29,5,29,Sunday
2016-05-30,66.45650000000002,0.0,0.0,29.09375,59487.0,Memorial Day,2016,05-30,5,30,Monday
2016-05-31,67.55385714285718,0.02,0.0,74.5,102493.0,None,2016,05-31,5,31,Tuesday
2016-06-01,61.07525000000004,0.0,0.0,58.416666666666664,89209.0,None,2016,06-01,6,1,Wednesday
2016-06-02,62.714750000000045,0.0,0.0,47.333333333333336,89861.0,None,2016,06-02,6,2,Thursday
2016-06-03,63.490437500000034,0.21,0.0,71.65625,132792.0,None,2016,06-03,6,3,Friday
2016-06-04,63.23787500000005,0.06,0.0,76.875,99491.0,None,2016,06-04,6,4,Saturday
2016-06-05,67.43450000000001,0.0,0.0,21.083333333333332,65472.0,None,2016,06-05,6,5,Sunday
2016-06-06,62.28536000000004,0.01,0.0,46.12,91141.0,None,2016,06-06,6,6,Monday
2016-06-07,60.29675000000004,0.0,0.0,21.791666666666668,90583.0,None,2016,06-07,6,7,Tuesday
2016-06-08,64.61825000000003,0.02,0.0,3.0833333333333335,93349.0,None,2016,06-08,6,8,Wednesday
2016-06-09,71.38475000000004,0.54,0.0,25.0,91163.0,None,2016,06-09,6,9,Thursday
2016-06-10,76.89875000000004,0.0,0.0,9.0,92121.0,None,2016,06-10,6,10,Friday
2016-06-11,77.86700000000003,0.0,0.0,9.0,68692.0,None,2016,06-11,6,11,Saturday
2016-06-12,70.56050000000005,0.99,0.0,18.666666666666668,61953.0,None,2016,06-12,6,12,Sunday
2016-06-13,69.05525000000003,0.4,0.0,46.333333333333336,85530.0,None,2016,06-13,6,13,Monday
2016-06-14,66.18575000000004,1.49,0.0,81.5,86753.0,None,2016,06-14,6,14,Tuesday
2016-06-15,67.51805000000003,0.0,0.0,65.33333333333333,92039.0,None,2016,06-15,6,15,Wednesday
2016-06-16,69.71150000000003,0.0,0.0,0.3333333333333333,94233.0,None,2016,06-16,6,16,Thursday
2016-06-17,72.37550000000006,0.0,0.0,1.5,93219.0,None,2016,06-17,6,17,Friday
2016-06-18,74.73500000000003,0.0,0.0,42.333333333333336,82409.0,None,2016,06-18,6,18,Saturday
2016-06-19,80.15225000000005,0.2,0.0,22.0,72216.0,None,2016,06-19,6,19,Sunday
2016-06-20,70.32500000000003,0.0,0.0,14.0,87516.0,None,2016,06-20,6,20,Monday
2016-06-21,68.72975000000005,0.0,0.0,11.0,90541.0,None,2016,06-21,6,21,Tuesday
2016-06-22,73.27850000000005,0.47,0.0,49.0,92755.0,None,2016,06-22,6,22,Wednesday
2016-06-23,65.95100000000004,0.0,0.0,55.166666666666664,95360.0,None,2016,06-23,6,23,Thursday
2016-06-24,68.9685384615385,0.0,0.0,31.0,103459.0,None,2016,06-24,6,24,Friday
2016-06-25,80.75120000000004,0.0,0.0,48.04,72498.0,None,2016,06-25,6,25,Saturday
2016-06-26,75.82550000000005,0.0,0.0,12.958333333333334,61143.0,None,2016,06-26,6,26,Sunday
2016-06-27,67.98500000000006,0.0,0.0,40.625,78893.0,None,2016,06-27,6,27,Monday
2016-06-28,65.36975000000004,0.0,0.0,33.958333333333336,82587.0,None,2016,06-28,6,28,Tuesday
2016-06-29,67.47575000000005,0.0,0.0,31.791666666666668,82260.0,None,2016,06-29,6,29,Wednesday
2016-06-30,67.51112000000002,0.1,0.0,43.32,84901.0,None,2016,06-30,6,30,Thursday
2016-07-01,62.483750000000036,0.0,0.0,29.625,79556.0,None,2016,07-01,7,1,Friday
2016-07-02,67.06325000000004,0.0,0.0,45.708333333333336,56401.0,None,2016,07-02,7,2,Saturday
2016-07-03,69.32000000000004,0.0,0.0,23.25,51552.0,None,2016,07-03,7,3,Sunday
2016-07-04,69.60500000000003,0.0,0.0,48.333333333333336,46678.0,Independence Day,2016,07-04,7,4,Monday
2016-07-05,72.8368571428572,1.21,0.0,70.2,108462.0,None,2016,07-05,7,5,Tuesday
2016-07-06,72.17021428571432,0.0,0.0,45.25,98000.0,None,2016,07-06,7,6,Wednesday
2016-07-07,71.90600000000005,0.07,0.0,69.21428571428571,91565.0,None,2016,07-07,7,7,Thursday
2016-07-08,70.13825000000006,0.0,0.0,56.625,80076.0,None,2016,07-08,7,8,Friday
2016-07-09,68.78268965517245,0.0,0.0,11.068965517241379,54908.0,None,2016,07-09,7,9,Saturday
2016-07-10,71.41236363636366,0.4,0.0,77.45454545454545,75511.0,None,2016,07-10,7,10,Sunday
2016-07-11,77.09000000000006,0.0,0.0,82.2,77723.0,None,2016,07-11,7,11,Monday
2016-07-12,76.21907692307694,0.08,0.0,42.30769230769231,81237.0,None,2016,07-12,7,12,Tuesday
2016-07-13,75.70925000000001,0.0,0.0,11.375,80937.0,None,2016,07-13,7,13,Wednesday
2016-07-14,67.93002500000004,0.12,0.0,61.0,83446.0,None,2016,07-14,7,14,Thursday
2016-07-15,63.428675000000034,0.05,0.0,59.5,83493.0,None,2016,07-15,7,15,Friday
2016-07-16,66.38630000000009,0.2,0.0,39.5,65154.0,None,2016,07-16,7,16,Saturday
2016-07-17,70.52652500000005,0.1,0.0,46.5,57320.0,None,2016,07-17,7,17,Sunday
2016-07-18,68.78705000000004,0.0,0.0,47.0,77057.0,None,2016,07-18,7,18,Monday
2016-07-19,76.52839999999998,0.0,0.0,0.0,78264.0,None,2016,07-19,7,19,Tuesday
2016-07-20,82.44927500000003,0.05,0.0,5.5,81339.0,None,2016,07-20,7,20,Wednesday
2016-07-21,79.74766896551729,0.16,0.0,39.86206896551724,99028.0,None,2016,07-21,7,21,Thursday
2016-07-22,78.84380000000004,0.0,0.0,15.366666666666667,81568.0,None,2016,07-22,7,22,Friday
2016-07-23,73.02302857142863,2.17,0.0,63.6,85537.0,None,2016,07-23,7,23,Saturday
2016-07-24,76.08333333333337,0.0,0.0,55.77777777777778,22284.0,None,2016,07-24,7,24,Sunday
2016-07-25,74.67050000000003,0.0,0.0,5.75,78885.0,None,2016,07-25,7,25,Monday
2016-07-26,77.84375000000003,0.0,0.0,32.458333333333336,80268.0,None,2016,07-26,7,26,Tuesday
2016-07-27,73.30537142857148,0.48,0.0,86.14285714285714,132660.0,None,2016,07-27,7,27,Wednesday
2016-07-28,68.34650000000005,0.0,0.0,80.20833333333333,82096.0,None,2016,07-28,7,28,Thursday
2016-07-29,68.00600000000004,0.0,0.0,44.0,76696.0,None,2016,07-29,7,29,Friday
2016-07-30,69.92825000000005,0.0,0.0,65.25,53403.0,None,2016,07-30,7,30,Saturday
2016-07-31,73.67600000000002,0.0,0.0,57.541666666666664,51310.0,None,2016,07-31,7,31,Sunday
2016-08-01,75.84950000000003,0.0,0.0,54.208333333333336,78929.0,None,2016,08-01,8,1,Monday
2016-08-02,78.47300000000003,0.0,0.0,45.916666666666664,83646.0,None,2016,08-02,8,2,Tuesday
2016-08-03,77.64800000000004,0.0,0.0,16.464285714285715,95792.0,None,2016,08-03,8,3,Wednesday
2016-08-04,74.66225000000004,1.13,0.0,29.166666666666668,83903.0,None,2016,08-04,8,4,Thursday
2016-08-05,68.47325000000005,0.0,0.0,1.0,86389.0,None,2016,08-05,8,5,Friday
2016-08-06,68.31500000000004,0.0,0.0,0.0,75179.0,None,2016,08-06,8,6,Saturday
2016-08-07,70.08500000000004,0.0,0.0,20.5,67893.0,None,2016,08-07,8,7,Sunday
2016-08-08,71.72000000000006,0.0,0.0,7.333333333333333,79902.0,None,2016,08-08,8,8,Monday
2016-08-09,78.71539999999999,0.0,0.0,36.0,82965.0,None,2016,08-09,8,9,Tuesday
2016-08-10,77.40350000000007,1.53,0.0,16.0,80712.0,None,2016,08-10,8,10,Wednesday
2016-08-11,72.60125000000004,1.11,0.0,56.5,85267.0,None,2016,08-11,8,11,Thursday
2016-08-12,70.82600000000002,0.33,0.0,58.5,82437.0,None,2016,08-12,8,12,Friday
2016-08-13,69.85400000000004,0.0,0.0,5.333333333333333,63649.0,None,2016,08-13,8,13,Saturday
2016-08-14,69.76100000000005,0.0,0.0,10.5,58705.0,None,2016,08-14,8,14,Sunday
2016-08-15,70.53125000000004,0.0,0.0,5.0,78747.0,None,2016,08-15,8,15,Monday
